2024-06-06 23:55:25.760,1476,1332,-543,-48,321,229
2024-06-06 23:55:25.765,1476,1332,-543,-52,350,257
2024-06-06 23:55:25.770,1497,1300,-547,-58,380,283
2024-06-06 23:55:25.803,1455,1462,-475,169,287,281
2024-06-06 23:55:25.812,1440,1447,-491,164,306,301
2024-06-06 23:55:25.821,1440,1447,-491,164,306,301
2024-06-06 23:55:25.849,1481,1415,-443,-27,220,278
2024-06-06 23:55:25.925,1481,1415,-443,-31,207,263
2024-06-06 23:55:25.937,1481,1415,-443,-31,207,263
2024-06-06 23:55:25.948,1558,1223,-348,-100,124,180
2024-06-06 23:55:25.959,1558,1223,-348,-89,113,167
2024-06-06 23:55:25.970,1513,1252,-309,-70,89,134
2024-06-06 23:55:25.981,1513,1252,-309,-70,89,134
2024-06-06 23:55:25.989,1485,1278,-344,-38,56,117
2024-06-06 23:55:26.001,1485,1278,-344,-38,59,114
2024-06-06 23:55:26.012,1485,1278,-344,-39,61,111
2024-06-06 23:55:26.085,1530,1313,-336,-60,80,-35
2024-06-06 23:55:26.097,1521,1315,-341,-86,34,-85
2024-06-06 23:55:26.109,1521,1315,-341,-82,41,-66
2024-06-06 23:55:26.121,1521,1315,-341,-81,51,-44
2024-06-06 23:55:26.132,1522,1342,-353,-38,39,22
2024-06-06 23:55:26.143,1522,1342,-353,-37,38,25
2024-06-06 23:55:26.155,1522,1342,-353,-36,38,29
2024-06-06 23:55:26.167,1461,1413,-395,-212,-11,-168
2024-06-06 23:55:26.177,1461,1413,-395,-217,-3,-167
2024-06-06 23:55:26.248,1461,1413,-395,-225,10,-164
2024-06-06 23:55:26.261,1465,1356,-320,-42,87,-10
2024-06-06 23:55:26.271,1465,1356,-320,-44,74,-14
2024-06-06 23:55:26.283,1465,1356,-320,-44,74,-14
2024-06-06 23:55:26.293,1543,1330,-332,-48,-6,-46
2024-06-06 23:55:26.306,1543,1330,-332,-48,-4,-45
2024-06-06 23:55:26.317,1543,1330,-332,-47,-3,-43
2024-06-06 23:55:26.328,1530,1307,-295,-1,26,1
2024-06-06 23:55:26.341,1530,1307,-295,2,24,0
2024-06-06 23:55:26.414,1530,1307,-295,6,23,1
2024-06-06 23:55:26.425,1498,1360,-316,39,27,44
2024-06-06 23:55:26.435,1519,1359,-321,34,26,46
2024-06-06 23:55:26.445,1519,1359,-321,34,26,46
2024-06-06 23:55:26.454,1519,1357,-325,-40,-39,-27
2024-06-06 23:55:26.461,1503,1362,-319,-40,-39,-26
2024-06-06 23:55:26.468,1503,1362,-319,-40,-39,-25
2024-06-06 23:55:26.475,1520,1324,-301,6,-14,29
2024-06-06 23:55:26.484,1500,1346,-308,-13,-26,15
2024-06-06 23:55:26.492,1490,1337,-307,-13,-24,15
2024-06-06 23:55:26.501,1490,1337,-307,-12,-23,15
2024-06-06 23:55:26.571,1507,1344,-314,-20,-55,-46
2024-06-06 23:55:26.583,1507,1344,-314,-20,-54,-44
2024-06-06 23:55:26.593,1498,1347,-308,-20,-53,-42
2024-06-06 23:55:26.605,1509,1317,-299,27,13,86
2024-06-06 23:55:26.617,1509,1317,-299,30,12,86
2024-06-06 23:55:26.628,1514,1312,-294,32,12,85
2024-06-06 23:55:26.639,1501,1328,-289,21,-40,-1
2024-06-06 23:55:26.649,1501,1328,-289,20,-44,-5
2024-06-06 23:55:26.666,1501,1328,-289,20,-44,-5
2024-06-06 23:55:26.738,1519,1325,-310,-8,-21,-3
2024-06-06 23:55:26.750,1519,1325,-310,-9,-22,-5
2024-06-06 23:55:26.761,1519,1325,-310,-12,-23,-7
2024-06-06 23:55:26.772,1489,1325,-286,11,-47,-6
2024-06-06 23:55:26.783,1489,1325,-286,12,-48,-7
2024-06-06 23:55:26.795,1489,1325,-286,13,-49,-8
2024-06-06 23:55:26.806,1492,1360,-318,-31,-107,-63
2024-06-06 23:55:26.819,1492,1360,-318,-36,-107,-68
2024-06-06 23:55:26.830,1492,1360,-318,-36,-107,-68
2024-06-06 23:55:26.905,1504,1346,-324,10,-34,3
2024-06-06 23:55:26.919,1504,1346,-324,10,-37,-2
2024-06-06 23:55:26.932,1504,1346,-324,9,-40,-6
2024-06-06 23:55:26.942,1521,1323,-313,47,-15,16
2024-06-06 23:55:26.952,1521,1323,-313,50,-13,21
2024-06-06 23:55:26.961,1521,1323,-313,50,-13,21
2024-06-06 23:55:26.971,1512,1350,-325,29,-12,18
2024-06-06 23:55:26.982,1512,1350,-325,28,-11,20
2024-06-06 23:55:26.992,1512,1350,-325,28,-9,21
2024-06-06 23:55:27.070,1489,1352,-331,-9,-19,13
2024-06-06 23:55:27.082,1489,1352,-331,-11,-19,12
2024-06-06 23:55:27.093,1489,1352,-331,-12,-19,11
2024-06-06 23:55:27.105,1511,1322,-306,14,16,96
2024-06-06 23:55:27.117,1511,1322,-306,13,14,94
2024-06-06 23:55:27.127,1511,1322,-306,13,14,94
2024-06-06 23:55:27.137,1490,1344,-323,12,-10,65
2024-06-06 23:55:27.145,1490,1334,-309,15,-10,65
2024-06-06 23:55:27.155,1490,1334,-309,18,-10,64
2024-06-06 23:55:27.175,1498,1343,-314,27,-18,97
2024-06-06 23:55:27.257,1491,1336,-306,30,-14,103
2024-06-06 23:55:27.268,1491,1336,-306,33,-12,109
2024-06-06 23:55:27.279,1487,1355,-333,8,-42,49
2024-06-06 23:55:27.292,1489,1353,-331,8,-44,46
2024-06-06 23:55:27.304,1489,1353,-331,7,-48,43
2024-06-06 23:55:27.314,1520,1327,-338,-37,-93,-50
2024-06-06 23:55:27.325,1513,1333,-340,-37,-87,-45
2024-06-06 23:55:27.335,1513,1333,-340,-37,-87,-45
2024-06-06 23:55:27.345,1495,1314,-312,36,-23,88
2024-06-06 23:55:27.420,1495,1314,-312,36,-25,88
2024-06-06 23:55:27.429,1521,1320,-323,37,-28,88
2024-06-06 23:55:27.439,1564,1322,-367,10,-23,5
2024-06-06 23:55:27.453,1564,1322,-367,8,-24,0
