2024-06-07 00:10:57.831,645,1371,-1293,-44,232,-161
2024-06-07 00:10:57.834,645,1371,-1293,-73,101,-84
2024-06-07 00:10:57.839,703,1404,-1326,-108,65,-53
2024-06-07 00:10:57.876,740,1023,-1517,277,25,193
2024-06-07 00:10:57.926,740,1023,-1517,275,23,186
2024-06-07 00:10:57.932,757,1001,-1568,272,23,179
2024-06-07 00:10:57.943,700,1083,-1584,-207,-203,121
2024-06-07 00:10:57.952,700,1083,-1584,-215,-209,119
2024-06-07 00:10:57.962,700,1083,-1584,-226,-214,116
2024-06-07 00:10:58.010,726,1041,-1538,-165,-98,-8
2024-06-07 00:10:58.029,726,1041,-1538,-164,-93,-8
2024-06-07 00:10:58.097,726,1041,-1538,-163,-88,-9
2024-06-07 00:10:58.107,734,1060,-1536,48,-45,113
2024-06-07 00:10:58.119,734,1060,-1536,46,-42,114
2024-06-07 00:10:58.130,734,1060,-1536,46,-37,116
2024-06-07 00:10:58.140,721,1064,-1577,-28,44,106
2024-06-07 00:10:58.146,721,1064,-1577,-30,41,105
2024-06-07 00:10:58.157,721,1064,-1577,-32,38,103
2024-06-07 00:10:58.172,721,1064,-1577,-34,34,102
2024-06-07 00:10:58.183,734,1068,-1562,-36,30,99
2024-06-07 00:10:58.260,731,1068,-1547,-26,-16,62
2024-06-07 00:10:58.272,727,1086,-1544,-3,19,29
2024-06-07 00:10:58.286,727,1086,-1544,-5,16,28
2024-06-07 00:10:58.297,727,1086,-1544,-6,13,28
2024-06-07 00:10:58.308,701,1121,-1555,-19,-22,62
2024-06-07 00:10:58.318,701,1121,-1555,-19,-25,61
2024-06-07 00:10:58.328,701,1121,-1555,-19,-30,59
2024-06-07 00:10:58.338,770,1022,-1574,23,39,-17
2024-06-07 00:10:58.349,763,1024,-1587,21,43,-24
2024-06-07 00:10:58.421,763,1024,-1587,21,43,-24
2024-06-07 00:10:58.431,717,1119,-1538,-5,-22,33
2024-06-07 00:10:58.446,724,1101,-1525,-1,-21,33
2024-06-07 00:10:58.457,724,1101,-1525,1,-21,32
2024-06-07 00:10:58.466,748,1051,-1538,79,56,-6
2024-06-07 00:10:58.476,726,1074,-1552,82,61,-9
2024-06-07 00:10:58.487,726,1074,-1552,82,61,-9
2024-06-07 00:10:58.496,711,1113,-1537,-27,-12,-19
2024-06-07 00:10:58.505,711,1113,-1537,-30,-14,-18
2024-06-07 00:10:58.513,707,1122,-1526,-35,-15,-17
2024-06-07 00:10:58.531,711,1122,-1526,-1,-49,35
2024-06-07 00:10:58.597,711,1122,-1526,-1,-55,33
2024-06-07 00:10:58.606,709,1116,-1530,1,-59,32
2024-06-07 00:10:58.616,745,1057,-1536,5,-7,12
2024-06-07 00:10:58.629,745,1057,-1536,7,-9,12
2024-06-07 00:10:58.639,746,1050,-1528,8,-10,12
