2024-06-06 23:49:33.203,1525,980,-897,-480,320,216
2024-06-06 23:49:33.208,1525,980,-897,-450,330,219
2024-06-06 23:49:33.213,1525,980,-897,-450,330,219
2024-06-06 23:49:33.203,1525,980,-897,-480,320,216
2024-06-06 23:49:33.208,1525,980,-897,-450,330,219
2024-06-06 23:49:33.288,1458,1007,-836,-122,430,314
2024-06-06 23:49:33.297,1458,1007,-836,-111,412,314
2024-06-06 23:49:33.307,1458,1007,-836,-104,394,314
2024-06-06 23:49:33.317,1552,1056,-839,-101,25,111
2024-06-06 23:49:33.330,1552,1056,-839,-110,20,116
2024-06-06 23:49:33.342,1552,1056,-839,-121,17,125
2024-06-06 23:49:33.354,1518,970,-825,2,79,125
2024-06-06 23:49:33.366,1518,970,-825,0,81,127
2024-06-06 23:49:33.377,1518,970,-825,-5,83,125
2024-06-06 23:49:33.213,1525,980,-897,-450,330,219
2024-06-06 23:49:33.288,1458,1007,-836,-122,430,314
2024-06-06 23:49:33.297,1458,1007,-836,-111,412,314
2024-06-06 23:49:33.307,1458,1007,-836,-104,394,314
2024-06-06 23:49:33.317,1552,1056,-839,-101,25,111
2024-06-06 23:49:33.330,1552,1056,-839,-110,20,116
2024-06-06 23:49:33.342,1552,1056,-839,-121,17,125
2024-06-06 23:49:33.354,1518,970,-825,2,79,125
2024-06-06 23:49:33.366,1518,970,-825,0,81,127
2024-06-06 23:49:33.377,1518,970,-825,-5,83,125
2024-06-06 23:49:33.392,1536,960,-750,75,-118,5
2024-06-06 23:49:33.456,1536,960,-750,75,-119,7
2024-06-06 23:49:33.465,1536,960,-750,75,-119,7
2024-06-06 23:49:33.473,1585,1043,-895,-32,-33,8
2024-06-06 23:49:33.482,1585,1043,-895,-28,-30,11
2024-06-06 23:49:33.492,1585,1043,-895,-25,-29,14
2024-06-06 23:49:33.497,1556,1004,-840,-36,-24,-33
2024-06-06 23:49:33.508,1556,1004,-840,-37,-30,-38
2024-06-06 23:49:33.518,1556,1004,-840,-37,-35,-42
2024-06-06 23:49:33.528,1559,995,-829,27,-53,8
2024-06-06 23:49:33.542,1559,995,-829,21,-50,6
2024-06-06 23:49:33.392,1536,960,-750,75,-118,5
2024-06-06 23:49:33.456,1536,960,-750,75,-119,7
2024-06-06 23:49:33.465,1536,960,-750,75,-119,7
2024-06-06 23:49:33.473,1585,1043,-895,-32,-33,8
2024-06-06 23:49:33.482,1585,1043,-895,-28,-30,11
2024-06-06 23:49:33.492,1585,1043,-895,-25,-29,14
2024-06-06 23:49:33.497,1556,1004,-840,-36,-24,-33
2024-06-06 23:49:33.508,1556,1004,-840,-37,-30,-38
2024-06-06 23:49:33.518,1556,1004,-840,-37,-35,-42
2024-06-06 23:49:33.528,1559,995,-829,27,-53,8
2024-06-06 23:49:33.608,1559,995,-829,15,-47,5
2024-06-06 23:49:33.620,1546,1001,-850,8,-40,-20
2024-06-06 23:49:33.631,1542,1006,-844,10,-40,-17
2024-06-06 23:49:33.643,1542,1006,-844,10,-40,-17
2024-06-06 23:49:33.654,1558,1040,-877,-82,-12,-62
2024-06-06 23:49:33.665,1556,1044,-876,-87,-10,-65
2024-06-06 23:49:33.676,1556,1044,-876,-96,-14,-69
2024-06-06 23:49:33.689,1544,982,-805,-38,-18,-22
2024-06-06 23:49:33.700,1553,989,-828,-39,-15,-23
2024-06-06 23:49:33.542,1559,995,-829,21,-50,6
2024-06-06 23:49:33.608,1559,995,-829,15,-47,5
2024-06-06 23:49:33.620,1546,1001,-850,8,-40,-20
2024-06-06 23:49:33.631,1542,1006,-844,10,-40,-17
2024-06-06 23:49:33.643,1542,1006,-844,10,-40,-17
2024-06-06 23:49:33.654,1558,1040,-877,-82,-12,-62
2024-06-06 23:49:33.665,1556,1044,-876,-87,-10,-65
2024-06-06 23:49:33.676,1556,1044,-876,-96,-14,-69
2024-06-06 23:49:33.689,1544,982,-805,-38,-18,-22
2024-06-06 23:49:33.775,1553,989,-828,-39,-12,-23
2024-06-06 23:49:33.788,1528,1032,-831,-10,-38,-8
2024-06-06 23:49:33.800,1543,1020,-841,-14,-30,-2
2024-06-06 23:49:33.813,1543,1020,-841,-14,-30,-2
2024-06-06 23:49:33.824,1550,1030,-841,-7,-6,26
2024-06-06 23:49:33.837,1550,1030,-841,-9,-9,25
2024-06-06 23:49:33.848,1558,1018,-835,-10,-11,24
2024-06-06 23:49:33.858,1545,1011,-832,27,22,57
2024-06-06 23:49:33.869,1545,1011,-832,32,22,59
2024-06-06 23:49:33.700,1553,989,-828,-39,-15,-23
2024-06-06 23:49:33.775,1553,989,-828,-39,-12,-23
2024-06-06 23:49:33.788,1528,1032,-831,-10,-38,-8
2024-06-06 23:49:33.800,1543,1020,-841,-14,-30,-2
2024-06-06 23:49:33.813,1543,1020,-841,-14,-30,-2
2024-06-06 23:49:33.824,1550,1030,-841,-7,-6,26
2024-06-06 23:49:33.837,1550,1030,-841,-9,-9,25
2024-06-06 23:49:33.848,1558,1018,-835,-10,-11,24
2024-06-06 23:49:33.858,1545,1011,-832,27,22,57
2024-06-06 23:49:33.942,1556,991,-814,34,21,60
2024-06-06 23:49:33.952,1541,1013,-828,-34,-5,-17
2024-06-06 23:49:33.961,1541,1013,-828,-32,-4,-15
2024-06-06 23:49:33.969,1541,1013,-828,-31,-3,-13
2024-06-06 23:49:33.978,1529,1013,-794,40,-29,47
2024-06-06 23:49:33.987,1529,1013,-794,39,-32,46
2024-06-06 23:49:33.997,1529,1013,-794,38,-35,46
2024-06-06 23:49:34.008,1574,1039,-887,-26,-10,9
2024-06-06 23:49:34.018,1574,1039,-887,-30,-7,7
2024-06-06 23:49:34.031,1574,1039,-887,-30,-7,7
2024-06-06 23:49:33.869,1545,1011,-832,32,22,59
2024-06-06 23:49:33.942,1556,991,-814,34,21,60
2024-06-06 23:49:33.952,1541,1013,-828,-34,-5,-17
2024-06-06 23:49:33.961,1541,1013,-828,-32,-4,-15
2024-06-06 23:49:33.969,1541,1013,-828,-31,-3,-13
2024-06-06 23:49:33.978,1529,1013,-794,40,-29,47
2024-06-06 23:49:33.987,1529,1013,-794,39,-32,46
2024-06-06 23:49:33.997,1529,1013,-794,38,-35,46
2024-06-06 23:49:34.008,1574,1039,-887,-26,-10,9
2024-06-06 23:49:34.018,1574,1039,-887,-30,-7,7
2024-06-06 23:49:34.031,1574,1039,-887,-30,-7,7
2024-06-06 23:49:34.049,1543,984,-805,9,-9,32
2024-06-06 23:49:34.112,1543,984,-805,10,-11,30
2024-06-06 23:49:34.120,1543,984,-805,11,-12,29
2024-06-06 23:49:34.132,1551,1009,-844,14,-16,10
2024-06-06 23:49:34.147,1551,1009,-844,12,-15,9
2024-06-06 23:49:34.157,1551,1009,-844,10,-16,8
2024-06-06 23:49:34.164,1552,1016,-835,-26,-22,4
2024-06-06 23:49:34.172,1552,1016,-835,-27,-25,2
2024-06-06 23:49:34.178,1552,1016,-835,-27,-26,0
2024-06-06 23:49:34.186,1556,1010,-837,10,-6,2
2024-06-06 23:49:34.196,1556,1010,-837,11,-4,3
2024-06-06 23:49:34.202,1556,1010,-837,11,-4,3
2024-06-06 23:49:34.049,1543,984,-805,9,-9,32
2024-06-06 23:49:34.112,1543,984,-805,10,-11,30
2024-06-06 23:49:34.120,1543,984,-805,11,-12,29
2024-06-06 23:49:34.132,1551,1009,-844,14,-16,10
2024-06-06 23:49:34.147,1551,1009,-844,12,-15,9
2024-06-06 23:49:34.157,1551,1009,-844,10,-16,8
2024-06-06 23:49:34.164,1552,1016,-835,-26,-22,4
2024-06-06 23:49:34.172,1552,1016,-835,-27,-25,2
2024-06-06 23:49:34.178,1552,1016,-835,-27,-26,0
2024-06-06 23:49:34.186,1556,1010,-837,10,-6,2
2024-06-06 23:49:34.196,1556,1010,-837,11,-4,3
2024-06-06 23:49:34.276,1547,1021,-834,-48,-19,-9
2024-06-06 23:49:34.284,1547,1021,-834,-46,-18,-9
2024-06-06 23:49:34.293,1547,1021,-834,-44,-18,-8
2024-06-06 23:49:34.304,1585,1000,-859,-63,4,-17
2024-06-06 23:49:34.315,1572,995,-845,-59,1,-20
2024-06-06 23:49:34.326,1572,995,-845,-59,1,-20
2024-06-06 23:49:34.335,1517,1029,-792,-27,-36,-7
2024-06-06 23:49:34.344,1534,1022,-801,-26,-36,-6
2024-06-06 23:49:34.354,1534,1022,-801,-25,-35,-4
2024-06-06 23:49:34.202,1556,1010,-837,11,-4,3
2024-06-06 23:49:34.276,1547,1021,-834,-48,-19,-9
2024-06-06 23:49:34.284,1547,1021,-834,-46,-18,-9
2024-06-06 23:49:34.293,1547,1021,-834,-44,-18,-8
2024-06-06 23:49:34.304,1585,1000,-859,-63,4,-17
2024-06-06 23:49:34.315,1572,995,-845,-59,1,-20
2024-06-06 23:49:34.326,1572,995,-845,-59,1,-20
2024-06-06 23:49:34.335,1517,1029,-792,-27,-36,-7
2024-06-06 23:49:34.344,1534,1022,-801,-26,-36,-6
2024-06-06 23:49:34.354,1534,1022,-801,-25,-35,-4
2024-06-06 23:49:34.374,1550,1048,-840,-27,-10,12
2024-06-06 23:49:34.437,1542,1041,-827,-25,-8,15
2024-06-06 23:49:34.448,1542,1041,-827,-23,-6,18
2024-06-06 23:49:34.457,1537,1033,-824,-18,-33,7
2024-06-06 23:49:34.468,1539,1030,-828,-17,-31,10
2024-06-06 23:49:34.479,1539,1030,-828,-17,-31,10
2024-06-06 23:49:34.491,1546,1011,-833,2,-15,35
2024-06-06 23:49:34.503,1546,1011,-833,0,-16,34
2024-06-06 23:49:34.511,1544,1017,-834,-2,-18,32
2024-06-06 23:49:34.522,1572,999,-856,-18,-1,1
2024-06-06 23:49:34.531,1572,999,-856,-18,-1,-1
2024-06-06 23:49:34.374,1550,1048,-840,-27,-10,12
2024-06-06 23:49:34.437,1542,1041,-827,-25,-8,15
2024-06-06 23:49:34.448,1542,1041,-827,-23,-6,18
2024-06-06 23:49:34.457,1537,1033,-824,-18,-33,7
2024-06-06 23:49:34.468,1539,1030,-828,-17,-31,10
2024-06-06 23:49:34.479,1539,1030,-828,-17,-31,10
2024-06-06 23:49:34.491,1546,1011,-833,2,-15,35
2024-06-06 23:49:34.503,1546,1011,-833,0,-16,34
